,host_verifications,host_response_rate,host_acceptance_rate,host_is_superhost,latitude,longitude,accommodates,amenities,minimum_nights,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,host_number_of_years,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,closeness_to_landmark,closeness_to_subway
361,8,100,99,0,42.36017,-71.06346,2,26,1,1.0,0.4666666666666667,0.6833333333333333,0.7666666666666667,0.6356164383561644,122,4.71,4.84,4.84,4.89,4.93,4.98,4.61,0,110,6.761643835616439,0,0,0,1,1,0,0,0,0.2532625322271993,0.31489029514073913
362,8,100,99,0,42.36017,-71.06346,2,27,1,1.0,0.43333333333333335,0.6833333333333333,0.7666666666666667,0.6904109589041096,152,4.61,4.66,4.82,4.91,4.88,4.87,4.46,0,118,6.761643835616439,0,0,0,1,1,0,0,0,0.2532625322271993,0.31489029514073913
365,5,100,100,1,42.24179,-71.12412,2,32,29,1.0,0.13333333333333333,0.5666666666666667,0.7111111111111111,0.9287671232876712,131,4.98,4.98,4.95,4.99,4.98,4.85,4.98,0,45,5.909589041095891,0,1,0,0,0,0,1,0,10.49849486497112,7.062084105368059
367,8,100,100,1,42.31689,-71.1004,4,43,2,2.0,0.0,0.23333333333333334,0.4222222222222222,0.1643835616438356,249,4.85,4.89,4.94,4.97,4.95,4.68,4.74,0,132,6.282191780821917,0,0,0,1,1,0,0,0,2.5374438755192887,0.6610055769208887
368,8,100,99,0,42.36017,-71.06346,2,26,1,1.0,0.0,0.2,0.2777777777777778,0.7726027397260274,118,4.65,4.85,4.84,4.93,4.81,4.92,4.54,0,127,6.761643835616439,0,0,0,1,1,0,0,0,0.2532625322271993,0.31489029514073913
370,8,100,99,0,42.34441,-71.07633,2,26,1,1.0,0.36666666666666664,0.6166666666666667,0.6888888888888889,0.6164383561643836,120,4.59,4.75,4.76,4.84,4.81,4.9,4.49,0,117,6.761643835616439,0,0,0,1,1,0,0,0,0.6013974214137195,0.7401278302845882
371,3,100,0,0,42.32404,-71.05822,2,30,91,1.0,1.0,1.0,1.0,1.0,4,4.5,5.0,4.25,5.0,5.0,4.75,4.75,0,75,6.983561643835617,0,0,1,0,0,0,1,0,2.930140102696432,0.6327358195882798
372,4,97,92,0,42.34367,-71.05697,2,24,3,1.0,0.26666666666666666,0.13333333333333333,0.08888888888888889,0.021917808219178082,29,4.52,4.71,4.71,4.79,4.54,4.82,4.5,0,120,10.005479452054795,0,0,0,1,1,0,0,0,1.1287886277824442,0.7073245767812536
374,3,100,0,0,42.3241,-71.05963,2,28,91,1.0,1.0,1.0,1.0,1.0,1,5.0,0.0,0.0,0.0,5.0,4.0,5.0,0,100,6.983561643835617,0,0,1,0,0,0,1,0,2.929539481027668,0.7042165589719454
375,3,100,0,0,42.3242,-71.05839,2,30,91,1.0,1.0,1.0,1.0,1.0,6,4.5,4.67,4.33,4.83,4.67,4.0,4.17,0,85,6.983561643835617,0,0,1,0,0,0,1,0,2.9184698114369336,0.6466788111634545
379,8,100,99,0,42.34447,-71.07644,2,27,1,1.0,0.4,0.48333333333333334,0.6333333333333333,0.6027397260273972,95,4.47,4.66,4.71,4.71,4.71,4.94,4.41,0,128,6.761643835616439,0,0,0,1,1,0,0,0,0.592256404605441,0.7389750549560501
382,8,100,99,0,42.34441,-71.07633,2,25,1,1.0,0.6333333333333333,0.8166666666666667,0.8666666666666667,0.6602739726027397,104,4.44,4.66,4.69,4.82,4.83,4.9,4.44,1,106,6.761643835616439,0,0,0,1,1,0,0,0,0.6013974214137195,0.7401278302845882
383,8,83,67,1,42.3547,-71.13722,1,23,91,1.0,0.0,0.0,0.0,0.11506849315068493,9,4.67,4.78,4.67,4.89,4.89,4.44,4.56,0,38,6.282191780821917,0,0,1,0,0,0,1,0,2.8633673956986025,3.082164678368607
384,5,100,100,0,42.3544,-71.07637,3,15,91,2.0,0.8,0.4,0.26666666666666666,0.06575342465753424,181,4.6,4.73,4.68,4.89,4.85,4.95,4.65,1,248,5.887671232876713,0,0,0,1,1,0,0,0,0.40106454271265113,0.8941892612370731
385,4,50,100,0,42.27463,-71.07057,1,24,91,0.0,0.9333333333333333,0.9666666666666667,0.9777777777777777,0.9945205479452055,33,4.85,4.88,4.7,4.91,4.94,4.61,4.78,0,70,5.8712328767123285,0,1,0,0,0,0,1,0,6.57221246285896,2.01034815102704
386,5,100,100,0,42.36105,-71.06645,3,23,29,1.0,0.06666666666666667,0.06666666666666667,0.044444444444444446,0.5397260273972603,197,4.75,4.88,4.79,4.93,4.93,4.98,4.72,0,60,6.484931506849315,0,0,1,0,1,0,0,0,0.2138959541074497,0.4468791152655661
387,8,100,99,0,42.34441,-71.07633,2,26,1,1.0,0.5666666666666667,0.7833333333333333,0.8555555555555555,0.663013698630137,146,4.5,4.75,4.77,4.88,4.82,4.97,4.45,0,117,6.761643835616439,0,0,0,1,1,0,0,0,0.6013974214137195,0.7401278302845882
388,8,10,33,0,42.34094,-71.15179,6,21,91,3.0,0.0,0.0,0.0,0.32602739726027397,150,4.64,4.85,4.63,4.9,4.77,4.77,4.76,0,90,6.347945205479452,1,0,0,0,1,0,0,0,4.368235363532383,4.641232972025986
389,9,100,0,1,42.36459,-71.05627,2,41,28,1.0,0.9666666666666667,0.9833333333333333,0.9888888888888889,0.736986301369863,121,4.85,4.84,4.93,4.86,4.88,4.88,4.78,0,350,5.857534246575343,0,1,0,0,1,0,0,0,0.40344268356729096,0.40877341454350613
390,6,100,99,0,42.37594,-71.03634,3,34,60,2.0,0.0,0.48333333333333334,0.6555555555555556,0.38904109589041097,153,4.38,4.57,4.33,4.75,4.73,4.27,4.4,0,65,6.66027397260274,0,0,0,1,1,0,0,0,2.054827491040326,0.8066749708333476
391,8,95,90,1,42.34283,-71.05018,2,28,29,1.0,0.0,0.0,0.0,0.030136986301369864,315,4.8,4.88,4.84,4.92,4.9,4.81,4.63,0,124,5.8493150684931505,0,0,0,1,1,0,0,0,1.060734383880276,1.003131868379168
392,4,100,94,1,42.31086,-71.11714,7,38,4,5.0,0.0,0.1,0.06666666666666667,0.684931506849315,87,4.94,4.99,4.97,4.99,4.99,4.94,4.87,0,311,9.767123287671232,0,0,0,1,1,0,0,0,3.5591378696675777,1.073771919055202
395,4,100,50,0,42.33696,-71.07681,2,29,29,1.0,0.0,0.2,0.4666666666666667,0.36164383561643837,420,4.86,4.94,4.88,4.97,4.96,4.88,4.81,0,80,5.83013698630137,0,0,1,0,0,0,1,0,1.283581466934793,0.9702174300947402
396,8,100,99,0,42.34441,-71.07633,2,26,1,1.0,0.6,0.8,0.8333333333333334,0.6493150684931507,97,4.48,4.67,4.75,4.9,4.82,4.88,4.29,0,114,6.761643835616439,0,0,0,1,1,0,0,0,0.6013974214137195,0.7401278302845882
397,8,100,88,1,42.37736,-71.06517,2,41,3,2.0,0.03333333333333333,0.08333333333333333,0.2,0.049315068493150684,260,4.92,4.94,4.93,4.96,4.98,4.93,4.89,0,150,8.978082191780821,0,0,0,1,1,0,0,0,1.0735638892465944,1.038713388867346
398,5,100,96,1,42.25481,-71.14593,3,55,4,1.0,0.1,0.35,0.4666666666666667,0.12602739726027398,110,4.92,4.93,4.79,4.97,4.98,4.81,4.88,0,129,5.813698630136987,0,0,1,0,1,0,0,0,9.88951046154897,6.938546503248789
399,5,70,97,0,42.25274,-71.11599,1,32,2,1.0,0.6333333333333333,0.8166666666666667,0.8777777777777778,0.9698630136986301,35,4.74,4.86,4.66,4.8,4.94,4.6,4.74,1,66,5.816438356164384,0,1,0,0,0,0,1,0,9.180157923164574,5.7420895926413005
400,6,100,100,1,42.34196,-71.16095,2,35,2,1.0,0.2,0.23333333333333334,0.43333333333333335,0.5726027397260274,233,4.99,5.0,4.98,4.98,4.99,4.88,4.91,0,258,5.808219178082192,0,0,0,1,1,0,0,0,4.977952682689375,5.213963402676633
402,5,100,83,1,42.34542,-71.08055,5,41,29,2.0,0.0,0.016666666666666666,0.1111111111111111,0.7808219178082192,118,4.89,4.94,4.92,4.97,4.97,4.99,4.76,0,264,7.906849315068493,0,1,0,0,1,0,0,0,0.46306950382487777,0.7262213851258235
403,5,100,100,1,42.34874,-71.08911,2,49,91,3.0,0.7666666666666667,0.8833333333333333,0.9222222222222223,0.9808219178082191,9,4.38,4.63,4.38,4.75,4.63,4.88,4.5,1,90,8.841095890410958,0,0,1,0,1,0,0,0,0.7424361212805953,1.1117532723095598
406,7,100,33,1,42.25907,-71.11893,1,23,91,1.0,0.0,0.16666666666666666,0.1111111111111111,0.6301369863013698,12,5.0,5.0,5.0,5.0,5.0,4.55,5.0,0,45,5.920547945205479,0,0,1,0,0,0,1,0,8.62031766274877,5.365317146913976
407,5,100,89,1,42.3168,-71.10721,2,43,3,1.0,0.0,0.0,0.05555555555555555,0.7671232876712328,452,4.96,4.97,4.99,4.98,4.98,4.88,4.89,0,124,5.7753424657534245,0,0,1,0,1,0,0,0,2.718515866452751,0.6668422989951656
408,8,100,99,0,42.36017,-71.06346,2,26,1,1.0,0.36666666666666664,0.5666666666666667,0.5888888888888889,0.5917808219178082,204,4.73,4.86,4.86,4.94,4.91,4.98,4.62,0,118,6.761643835616439,0,0,0,1,1,0,0,0,0.2532625322271993,0.31489029514073913
409,4,100,90,1,42.32776,-71.09194,2,38,4,2.0,0.0,0.05,0.03333333333333333,0.00821917808219178,135,4.89,4.93,4.97,4.93,4.99,4.66,4.81,0,81,5.772602739726027,0,0,0,1,0,0,1,0,1.6748874644218545,0.7392057773799785
410,4,100,90,1,42.32826,-71.09105,2,32,4,1.0,0.0,0.05,0.03333333333333333,0.00821917808219178,102,4.82,4.91,4.96,4.94,4.91,4.56,4.8,0,70,5.772602739726027,0,0,0,1,0,0,1,0,1.6254077656390895,0.7703651161252493
412,6,98,96,0,42.36206,-71.06905,2,33,1,1.0,0.0,0.0,0.0,0.0,154,4.73,4.83,4.79,4.8,4.92,4.91,4.63,0,99,6.361643835616438,0,0,0,1,0,0,1,0,0.3401871428978969,0.5182789599498049
420,3,96,38,1,42.28946,-71.06818,1,27,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,12,4.08,4.5,4.42,5.0,4.83,3.91,4.18,0,38,7.123287671232877,0,0,1,0,0,0,1,0,5.165017493020806,0.7611856677782937
424,6,100,100,0,42.35475,-71.15875,4,38,29,2.0,0.0,0.0,0.0,0.6931506849315069,65,4.68,4.86,4.89,4.92,4.92,4.66,4.71,0,75,5.843835616438356,0,0,1,0,1,0,0,0,4.346015108190272,4.389172949144167
426,8,100,99,0,42.36017,-71.06346,2,26,1,1.0,0.4666666666666667,0.65,0.7555555555555555,0.6301369863013698,172,4.49,4.8,4.77,4.84,4.82,4.9,4.49,0,118,6.761643835616439,0,0,0,1,1,0,0,0,0.2532625322271993,0.31489029514073913
427,6,100,96,1,42.34299,-71.07305,2,46,3,1.0,0.0,0.4666666666666667,0.6444444444444445,0.4712328767123288,15,4.8,4.73,4.93,4.93,5.0,4.93,4.47,0,135,8.33972602739726,0,0,0,1,1,0,0,0,0.8648491042490858,0.8323524963670553
432,3,100,88,1,42.3589,-71.06802,6,40,3,2.0,0.0,0.3,0.32222222222222224,0.07945205479452055,20,4.6,4.68,4.58,4.95,5.0,4.95,4.63,0,450,5.695890410958904,0,0,1,0,1,0,0,0,0.12796246784905724,0.49006157481843376
443,3,96,38,1,42.30489,-71.07071,1,25,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,13,4.54,4.62,4.46,4.92,4.85,4.0,4.77,0,34,7.123287671232877,0,0,1,0,0,0,1,0,3.7864487695698874,1.2458387148228516
444,3,96,38,1,42.28885,-71.07005,1,29,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,15,4.67,4.6,4.67,4.87,4.67,4.47,4.27,0,33,7.123287671232877,0,0,1,0,0,0,1,0,5.188320340177626,0.8561508397845687
445,6,67,0,0,42.33582,-71.14915,2,14,91,2.0,0.9666666666666667,0.9833333333333333,0.9888888888888889,0.9972602739726028,197,4.68,4.83,4.82,4.82,4.84,4.84,4.77,0,51,10.005479452054795,0,1,0,0,0,0,1,0,4.334167575496371,4.30927564364798
448,4,100,100,1,42.34908,-71.13251,1,41,180,1.0,0.0,0.0,0.0,0.2,88,4.8,4.92,4.81,4.97,4.97,4.87,4.85,1,65,6.545205479452055,0,0,0,1,1,0,0,0,2.836073772820762,3.10158438576685
450,8,100,78,0,42.36594,-71.05669,2,29,3,1.0,0.3333333333333333,0.55,0.5444444444444444,0.35342465753424657,130,4.66,4.72,4.3,4.85,4.87,4.98,4.72,0,257,5.602739726027397,0,1,0,0,1,0,0,0,0.4962358234513764,0.444455592969634
452,7,100,98,1,42.37594,-71.0607,2,29,4,1.0,0.3,0.2,0.13333333333333333,0.03287671232876712,67,4.92,4.88,4.88,4.98,5.0,4.97,4.84,0,164,10.068493150684931,0,0,0,1,1,0,0,0,0.9613595535376203,1.0903964702510691
456,5,100,86,0,42.37126,-71.03893,2,26,4,1.0,0.4,0.5666666666666667,0.5666666666666667,0.36164383561643837,43,4.88,4.95,4.71,5.0,4.98,4.95,4.8,0,154,5.558904109589041,0,0,0,1,1,0,0,0,1.6220748403482792,0.8911040223049462
457,9,100,50,1,42.33423,-71.07898,1,31,91,1.0,0.0,0.0,0.0,0.6136986301369863,4,4.5,4.5,5.0,5.0,5.0,5.0,4.25,0,80,7.556164383561644,0,1,0,0,0,0,1,0,1.4396759591773929,1.0270485092497434
458,7,100,50,0,42.32449,-71.06931,1,21,2,0.0,1.0,1.0,1.0,0.38904109589041097,46,4.85,4.85,4.76,4.76,4.87,4.39,4.84,0,150,6.498630136986302,0,0,1,0,0,0,1,0,2.7113709053029895,1.343203926499494
459,3,100,75,0,42.31431,-71.10305,4,28,30,2.0,0.0,0.13333333333333333,0.08888888888888889,0.5260273972602739,46,4.67,4.82,4.51,4.87,4.98,4.69,4.56,0,125,5.531506849315068,0,0,0,1,1,0,0,0,2.8053319397724255,0.6454559198292453
461,4,100,60,0,42.34244,-71.07936,2,30,29,1.0,0.9333333333333333,0.9666666666666667,0.9777777777777777,0.4876712328767123,103,4.55,4.62,4.69,4.75,4.75,4.87,4.59,0,279,5.67945205479452,0,0,0,1,1,0,0,0,0.7241533414933278,0.6788149721799487
462,4,100,60,0,42.34433,-71.07783,4,34,1,1.0,0.0,0.0,0.0,0.2410958904109589,69,4.55,4.64,4.49,4.83,4.71,4.84,4.48,0,276,5.67945205479452,0,0,0,1,1,0,0,0,0.570735175526007,0.7459804332626073
464,3,96,38,1,42.30027,-71.06324,4,24,30,4.0,0.0,0.15,0.43333333333333335,0.8602739726027397,3,4.67,4.0,3.33,5.0,5.0,4.33,4.67,0,100,7.123287671232877,0,0,1,0,1,0,0,0,4.346192588995566,0.8132840565258221
467,8,100,88,0,42.31659,-71.10565,5,38,3,3.0,0.06666666666666667,0.1,0.07777777777777778,0.0958904109589041,27,4.89,4.96,4.93,5.0,4.93,4.89,4.74,0,249,5.476712328767123,0,0,1,0,1,0,0,0,2.6857384653911813,0.6355016526202418
469,7,100,88,1,42.33786,-71.15137,4,33,29,2.0,0.0,0.08333333333333333,0.05555555555555555,0.6109589041095891,67,4.82,4.87,4.91,4.95,4.91,4.88,4.74,0,110,7.909589041095891,0,0,1,0,1,0,0,0,4.42264207528502,4.560566047792109
472,5,100,97,0,42.35843,-71.12955,2,29,3,1.0,0.0,0.0,0.0,0.0,12,4.33,4.42,4.58,4.75,4.58,4.75,4.33,1,108,6.205479452054795,0,0,0,1,0,0,1,0,2.279306543043624,2.415355912664086
474,9,100,100,1,42.35786,-71.06482,3,30,1,2.0,0.2,0.4,0.4111111111111111,0.3287671232876712,413,4.85,4.85,4.94,4.96,4.97,4.97,4.67,1,228,5.419178082191781,0,0,0,1,1,0,0,0,0.16064899344549474,0.38734493023823
476,3,96,38,1,42.303,-71.07109,1,25,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,9,4.44,4.75,4.88,4.88,5.0,3.5,4.86,0,32,7.123287671232877,0,0,1,0,0,0,1,0,3.92617072123451,1.176873356950987
481,6,50,70,0,42.35145,-71.06461,3,19,91,2.0,0.0,0.16666666666666666,0.4444444444444444,0.5232876712328767,44,4.02,4.34,4.46,4.78,4.71,4.85,4.2,0,139,5.46027397260274,0,1,0,0,1,0,0,0,0.6774231507960764,0.3150046900678939
483,3,96,38,1,42.30372,-71.07226,1,24,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,11,4.64,4.36,4.18,4.64,4.64,4.0,4.45,0,33,7.123287671232877,0,0,1,0,0,0,1,0,3.846133276046928,1.2699927098163422
484,8,100,100,1,42.34864,-71.04869,2,26,60,1.0,0.0,0.0,0.0,0.6493150684931507,18,4.88,5.0,4.59,4.94,5.0,4.94,4.71,1,150,8.753424657534246,0,0,1,0,1,0,0,0,0.4726554345646273,0.9186140140101554
485,5,60,100,0,42.34982,-71.09015,2,25,29,0.0,0.0,0.45,0.6333333333333333,0.40273972602739727,152,4.46,4.64,4.64,4.75,4.44,4.92,4.46,1,140,9.693150684931506,0,1,0,0,1,0,0,0,0.7867431692364226,1.2248601581636407
487,7,100,73,1,42.29363,-71.06376,2,39,91,1.0,0.7333333333333333,0.8,0.7555555555555555,0.9205479452054794,27,5.0,5.0,4.93,5.0,5.0,4.93,4.96,0,77,5.4301369863013695,0,0,0,1,0,0,1,0,4.888934054746902,0.65027246680237
489,6,100,0,0,42.30877,-71.08654,1,30,91,1.0,0.0,0.0,0.0,0.5287671232876713,13,4.77,4.69,4.69,4.85,4.92,4.38,4.85,0,50,5.3561643835616435,0,0,1,0,0,0,1,0,3.271044920940232,1.786842992962694
490,4,75,90,1,42.32378,-71.09648,4,28,30,2.0,0.0,0.16666666666666666,0.4444444444444444,0.863013698630137,232,4.76,4.88,4.9,4.87,4.73,4.53,4.77,0,110,7.821917808219178,0,1,0,0,1,0,0,0,1.9827039599874818,0.6749269836497273
492,3,96,38,1,42.28921,-71.06337,1,28,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,9,4.63,4.75,4.63,4.75,4.88,4.88,4.75,0,37,7.123287671232877,0,0,1,0,0,0,1,0,5.294770689689267,0.697583073104603
493,5,100,97,0,42.34091,-71.15012,4,33,31,1.0,0.0,0.0,0.26666666666666666,0.06575342465753424,126,4.85,4.93,4.91,4.9,4.95,4.83,4.83,0,130,5.610958904109589,0,0,0,1,1,0,0,0,4.244777073703498,4.531646495157325
495,5,100,50,0,42.36538,-71.05159,2,28,91,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,22,4.64,4.9,5.0,5.0,4.81,4.85,4.6,0,103,7.632876712328767,0,0,0,1,1,0,0,0,0.529612705873193,0.6570154000664883
497,8,100,100,1,42.36732,-71.05202,1,44,29,1.0,0.7666666666666667,0.8833333333333333,0.9222222222222223,0.9808219178082191,256,4.89,4.87,4.93,4.96,4.96,4.96,4.85,1,145,5.742465753424658,0,1,0,0,0,0,1,0,0.6827604268532743,0.7658228325671323
499,5,100,94,1,42.27178,-71.07731,5,27,29,4.0,0.03333333333333333,0.03333333333333333,0.022222222222222223,0.1917808219178082,197,4.76,4.88,4.86,4.94,4.95,4.59,4.75,0,84,6.405479452054794,0,0,0,1,1,0,0,0,6.801294841047717,2.487944392449662
501,3,96,38,1,42.30586,-71.07225,1,23,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,10,4.5,5.0,4.6,5.0,5.0,4.5,4.5,0,32,7.123287671232877,0,0,1,0,0,0,1,0,3.680867098811361,1.3778122333902083
502,7,100,73,1,42.2935,-71.06612,2,35,91,1.0,0.7333333333333333,0.7333333333333333,0.7222222222222222,0.9315068493150684,15,5.0,5.0,5.0,5.0,5.0,4.86,5.0,0,79,5.4301369863013695,0,0,0,1,0,0,1,0,4.841369643908415,0.6783994733853893
504,3,96,38,1,42.28793,-71.06812,1,28,30,1.0,0.0,0.15,0.43333333333333335,0.8602739726027397,7,4.57,4.71,4.29,5.0,5.0,4.14,4.57,0,34,7.123287671232877,0,0,1,0,0,0,1,0,5.309189339506861,0.8154173461428564
506,6,100,96,0,42.31081,-71.09804,5,40,2,3.0,0.16666666666666666,0.45,0.4777777777777778,0.8712328767123287,164,4.76,4.88,4.79,4.89,4.87,4.73,4.75,0,236,10.597260273972603,0,0,0,1,1,0,0,0,3.040107289302442,0.975473802955645
513,4,100,100,0,42.36332,-71.05897,2,26,29,1.0,0.5,0.7,0.7111111111111111,0.9287671232876712,392,4.87,4.95,4.91,4.97,4.98,4.95,4.82,1,169,5.2684931506849315,0,0,0,1,1,0,0,0,0.3788113494929725,0.2522833946335263
514,8,100,92,1,42.34218,-71.07334,2,47,3,0.0,0.2,0.18333333333333332,0.16666666666666666,0.36164383561643837,37,5.0,5.0,4.97,5.0,5.0,4.95,4.81,0,180,6.197260273972603,0,0,0,1,1,0,0,0,0.9219284047591138,0.8554888752220132
515,8,100,92,1,42.34342,-71.07808,4,40,3,2.0,0.0,0.0,0.0,0.0,31,4.48,4.77,4.87,4.61,4.68,4.93,4.61,0,198,6.197260273972603,0,0,0,1,1,0,0,0,0.6586132830362967,0.7237774187885352
520,5,80,50,0,42.37032,-71.03974,2,22,91,2.0,0.36666666666666664,0.5,0.3333333333333333,0.11506849315068493,118,4.82,4.93,4.75,4.92,4.94,4.86,4.83,1,115,7.580821917808219,0,0,1,0,1,0,0,0,1.523431642147005,0.887372410646886
521,6,90,11,0,42.32818,-71.09547,4,29,91,1.0,0.7666666666666667,0.85,0.8777777777777778,0.4520547945205479,192,4.76,4.92,4.8,4.97,4.96,4.65,4.78,0,129,6.997260273972603,0,1,0,0,1,0,0,0,1.6183311377551883,0.646744491277612
524,5,100,89,1,42.38348,-71.07678,4,27,29,1.0,0.0,0.0,0.0,0.5260273972602739,63,4.71,4.94,4.97,4.97,4.95,4.45,4.75,0,130,6.802739726027397,0,0,0,1,1,0,0,0,1.9939274338268742,0.8365424508156538
526,9,100,96,1,42.3605,-71.12633,2,37,3,1.0,0.06666666666666667,0.23333333333333334,0.4111111111111111,0.3232876712328767,186,4.79,4.92,4.92,4.91,4.84,4.66,4.78,0,51,6.4520547945205475,0,0,0,1,0,0,1,0,2.024780378446637,2.1153404447001485
528,6,89,86,1,42.27349,-71.07066,1,28,30,1.0,0.0,0.25,0.18888888888888888,0.3561643835616438,13,5.0,5.0,4.92,5.0,5.0,4.92,5.0,0,31,5.238356164383561,0,0,1,0,0,0,1,0,6.6863243682134055,2.1277179099647707
533,8,100,100,1,42.34626,-71.09049,4,30,2,2.0,0.3333333333333333,0.23333333333333334,0.2777777777777778,0.08767123287671233,142,4.84,4.89,4.72,4.92,4.94,4.96,4.74,0,233,5.736986301369863,0,0,0,1,1,0,0,0,0.6172452667507626,1.0119399803475877
537,7,96,98,0,42.34457,-71.08805,3,27,32,1.0,0.0,0.05,0.36666666666666664,0.8301369863013699,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,215,6.747945205479452,0,0,1,0,1,0,0,0,0.6344360545893404,0.8145115471624725
538,4,100,70,0,42.27644,-71.07681,2,31,29,1.0,0.0,0.15,0.4222222222222222,0.8493150684931506,42,4.64,4.68,4.78,4.78,4.76,4.6,4.63,0,70,6.402739726027397,0,0,0,1,0,0,1,0,6.32906204048471,2.038339628971309
539,5,100,100,0,42.28491,-71.06886,1,20,91,1.0,0.9666666666666667,0.9833333333333333,0.9888888888888889,0.9972602739726028,7,4.57,4.86,4.43,4.86,4.86,4.71,4.14,0,49,5.53972602739726,0,0,1,0,0,0,1,0,5.582976099299011,1.0260697069937128
544,5,100,89,1,42.38187,-71.07734,6,34,1,3.0,0.06666666666666667,0.11666666666666667,0.2111111111111111,0.6931506849315069,352,4.89,4.93,4.96,4.94,4.98,4.76,4.83,1,182,6.802739726027397,0,0,0,1,1,0,0,0,1.8927007427934703,0.8907245913251434
546,7,100,97,0,42.25979,-71.15911,6,40,3,3.0,0.16666666666666666,0.08333333333333333,0.12222222222222222,0.030136986301369864,212,4.72,4.79,4.89,4.87,4.91,4.49,4.78,0,95,6.93972602739726,0,0,0,1,1,0,0,0,9.923554028182059,7.122663574172275
548,5,100,100,0,42.33722,-71.08359,2,32,91,1.0,0.0,0.03333333333333333,0.022222222222222223,0.31232876712328766,175,4.83,4.94,4.99,4.97,4.98,4.59,4.75,1,55,5.158904109589041,0,0,0,1,1,0,0,0,1.0346958447956993,0.6988049686282687
550,5,100,89,1,42.38362,-71.07863,2,30,29,1.0,0.0,0.4666666666666667,0.32222222222222224,0.7095890410958904,20,4.8,4.8,5.0,4.95,5.0,4.6,4.75,0,59,6.802739726027397,0,0,0,1,0,0,1,0,2.0957476832486455,0.8642617492978913
551,7,100,97,1,42.31801,-71.09005,1,18,30,1.0,0.0,0.1,0.4,0.3452054794520548,20,4.85,4.9,4.75,5.0,4.95,4.3,4.9,0,38,5.249315068493151,0,0,1,0,0,0,1,0,2.4098641028446974,1.1712318834632955
554,6,100,92,1,42.38061,-71.06905,6,40,2,4.0,0.06666666666666667,0.06666666666666667,0.044444444444444446,0.010958904109589041,24,5.0,5.0,5.0,5.0,4.96,4.96,4.91,1,400,5.487671232876712,0,0,0,1,1,0,0,0,1.4439546637844751,0.9474660398219317
556,8,99,14,1,42.3665,-71.05428,4,29,29,1.0,0.0,0.16666666666666666,0.4444444444444444,0.863013698630137,39,4.08,4.51,4.33,4.3,4.65,4.95,4.27,0,106,11.827397260273973,0,0,1,0,1,0,0,0,0.5666617262096982,0.6013701074633663
557,8,99,14,1,42.34777,-71.08493,2,30,29,0.0,0.0,0.06666666666666667,0.37777777777777777,0.8465753424657534,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0,96,11.827397260273973,0,0,1,0,1,0,0,0,0.5280117099386763,0.899722681695423
558,8,99,14,1,42.36104,-71.07129,2,27,29,1.0,1.0,1.0,1.0,1.0,16,4.27,4.67,4.53,4.4,4.87,4.93,4.47,0,106,11.827397260273973,0,0,1,0,1,0,0,0,0.3882853730650349,0.6271033341051204
564,7,100,97,1,42.31837,-71.09037,1,24,30,1.0,0.0,0.0,0.15555555555555556,0.28493150684931506,13,5.0,4.92,4.92,5.0,5.0,4.85,4.92,0,30,5.249315068493151,0,0,1,0,0,0,1,0,2.3777699573369553,1.1359100346728863
565,7,100,73,1,42.29197,-71.06399,2,33,91,1.0,0.8333333333333334,0.8166666666666667,0.8111111111111111,0.4465753424657534,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,79,5.4301369863013695,0,0,0,1,0,0,1,0,5.029872215349757,0.6717747048894901
568,5,100,100,1,42.34347,-71.07368,2,32,29,1.0,0.0,0.0,0.0,0.36712328767123287,160,4.96,4.96,4.99,4.98,4.98,4.97,4.85,0,105,5.104109589041096,0,0,0,1,1,0,0,0,0.793938682509271,0.800121044550847
569,5,100,100,1,42.34347,-71.07368,4,33,29,1.0,0.0,0.06666666666666667,0.044444444444444446,0.2821917808219178,133,4.95,4.97,4.96,4.98,4.98,4.96,4.87,1,145,5.104109589041096,0,0,0,1,1,0,0,0,0.793938682509271,0.800121044550847
574,5,100,100,1,42.34382,-71.07368,2,30,29,0.0,0.0,0.0,0.0,0.12876712328767123,168,4.94,4.98,4.98,4.97,4.97,4.95,4.87,1,75,5.104109589041096,0,0,0,1,1,0,0,0,0.7648966994543043,0.7914845783164156
575,6,98,96,0,42.35065,-71.04466,2,15,91,1.0,0.0,0.0,0.0,0.0,24,4.75,4.92,4.92,4.52,4.74,4.96,4.87,0,175,6.361643835616438,0,0,0,1,1,0,0,0,0.530932146434302,1.1073713187562448
